TYPE,YEAR,HUNDRED_BLOCK,X,Y
Theft from Vehicle,2016,3XX GRANVILLE ST,491780.65,5459233.55
Theft from Vehicle,2016,5X E 11TH AVE,492433.36,5456497.27
Break and Enter Residential/Other,2016,13XX E 13TH AVE,494410.94,5456225.95
Break and Enter Commercial,2016,11XX MELVILLE ST,490994.59,5459444.87
Break and Enter Residential/Other,2016,20XX E 3RD AVE,495374.16,5457217.42
Theft from Vehicle,2016,3XX GRANVILLE ST,491779.14,5459232.03
Theft from Vehicle,2016,5X E 11TH AVE,492433.36,5456497.27
Mischief,2016,1XX REGIMENT SQ,491970.77,5458449.18
Break and Enter Commercial,2016,84XX MAIN ST,492539.12,5450628.7
Mischief,2016,1XX ROBSON ST,491659.72,5458376.02
Mischief,2016,1XX ROBSON ST,491703.69,5458334.09
Mischief,2016,1XX ROUNDHOUSE MEWS,491092.42,5457867.47
Theft from Vehicle,2016,3XX GRANVILLE ST,491779.14,5459232.03
Theft from Vehicle,2016,10XX E 63RD AVE,493767.41,5451123.59
Theft from Vehicle,2016,5X E 58TH AVE,492367.63,5451656.42
Theft from Vehicle,2016,18XX MORTON AVE,489679.26,5459482.27
Mischief,2016,1XX ROUNDHOUSE MEWS,491093.73,5457866.64
Mischief,2016,1XX SMITHE ST,491527.21,5458261.23
Theft from Vehicle,2016,3XX GRANVILLE ST,491779.14,5459232.03
Theft from Vehicle,2016,26XX E 23RD AVE,496340.99,5455212.41
Other Theft,2016,6XX DENMAN ST,490245.26,5459970.59
Mischief,2016,1XX TEMPLETON DR,495652.23,5458946.13
Theft from Vehicle,2016,10XX E 63RD AVE,493767.41,5451123.59
Mischief,2016,1XX W 10TH AVE,492214.51,5456594.62
Theft from Vehicle,2016,5X DUNLEVY AVE,493068.31,5459125.38
Theft from Vehicle,2016,5X DUNLEVY AVE,493068.24,5459123.49
Break and Enter Commercial,2016,11XX MAINLAND ST,491183.23,5458041.62
Theft from Vehicle,2016,3XX GRANVILLE ST,491779.14,5459232.03
Theft from Vehicle,2016,26XX E 22ND AVE,496246.83,5455330.09
Mischief,2016,4XX E 15TH AVE,492991.8,5456074.37
Other Theft,2016,7XX BURRARD ST,491107.11,5458998.84
Theft from Vehicle,2016,3XX GRANVILLE ST,491779.14,5459232.03
Mischief,2016,24XX W BROADWAY AVE,488349.37,5456805.43
Theft of Bicycle,2016,HOMER ST / NELSON ST,491264.91,5458294.9
Theft from Vehicle,2016,5X BLOOD ALLEY SQ,492351.99,5458925.2
Break and Enter Commercial,2016,11XX MAIN ST,492741.22,5458012.56
Break and Enter Residential/Other,2016,13XX E 11TH AVE,494386.31,5456415.01
Theft from Vehicle,2016,26XX E 21ST AVE,496366.41,5455416.5
Break and Enter Residential/Other,2016,27XX HEATHER ST,491269.08,5456466.92
Break and Enter Commercial,2016,11XX MAIN ST,492720.26,5457977.11
Theft from Vehicle,2016,26XX E 21ST AVE,496293.24,5455416.63
Break and Enter Commercial,2016,11XX MAIN ST,492719.32,5457950.09
Break and Enter Commercial,2016,11XX MAIN ST,492719.32,5457950.09
Theft from Vehicle,2016,5X ALEXANDER ST,492506.66,5458985.83
Theft from Vehicle,2016,5X ALEXANDER ST,492506.66,5458985.83
Break and Enter Residential/Other,2016,13XX DOGWOOD AVE,490133.49,5452299.62
Theft from Vehicle,2016,5X ALEXANDER ST,492506.66,5458985.83
Theft from Vehicle,2016,26XX E 21ST AVE,496237.49,5455416.73
Break and Enter Residential/Other,2016,13XX DOGWOOD AVE,490111.45,5452309.32
Mischief,2016,1XX UNION ST,492626.62,5458332.46
Mischief,2016,57XX LANCASTER ST,496966.56,5453214.92
Theft from Vehicle,2016,5X ALEXANDER ST,492506.59,5458995.35
Theft from Vehicle,2016,5X ALEXANDER ST,492506.59,5458995.35
Theft from Vehicle,2016,5X ALEXANDER ST,492506.59,5458995.35
Break and Enter Commercial,2016,84XX JELLICOE ST,496530.31,5450490.04
Theft from Vehicle,2016,18XX NAPIER ST,495090.9,5458008.21
Break and Enter Residential/Other,2016,27XX HEATHER ST,491269.21,5456487.02
Theft of Bicycle,2016,HOMER ST / ROBSON ST,491498.88,5458530.83
Theft of Bicycle,2016,HOMER ST / ROBSON ST,491498.88,5458530.83
Theft of Bicycle,2016,HOMER ST / ROBSON ST,491498.88,5458530.83
Mischief,2016,1XX UNION ST,492627.74,5458332.5
Mischief,2016,1XX UNION ST,492627.74,5458332.5
Mischief,2016,1XX UNION ST,492627.74,5458332.5
Mischief,2016,1XX UNION ST,492627.74,5458332.5
Theft of Bicycle,2016,HOMER ST / W CORDOVA ST,492003.71,5459040.68
Theft of Vehicle,2016,4XX ALEXANDER ST,493095.62,5459037.73
Break and Enter Commercial,2016,11XX KINGSWAY AVE,494094.92,5455539.24
Mischief,2016,1XX UNION ST,492627.74,5458332.5
Mischief,2016,1XX UNION ST,492638.99,5458332.91
Theft from Vehicle,2016,3XX GRANVILLE ST,491779.14,5459232.03
Theft from Vehicle,2016,3XX GRANVILLE ST,491779.14,5459232.03
Theft from Vehicle,2016,3XX GRANVILLE ST,491779.14,5459232.03
Theft from Vehicle,2016,13XX BARCLAY ST,490450.52,5459269.5
Theft from Vehicle,2016,3XX GRANVILLE ST,491779.14,5459232.03
Theft from Vehicle,2016,8XX BUTE ST,490754.53,5459236.75
Break and Enter Commercial,2016,11XX HOWE ST,490860.47,5458453.14
Theft from Vehicle,2016,3XX GRANVILLE ST,491779.14,5459232.03
Theft from Vehicle,2016,3XX GRANVILLE ST,491779.14,5459232.03
Theft from Vehicle,2016,26XX E 20TH AVE,496212.07,5455507.55
Theft from Vehicle,2016,3XX GRANVILLE ST,491779.14,5459232.03
Theft of Bicycle,2016,HOMER ST / W HASTINGS ST,491931.88,5458968.12
Theft of Bicycle,2016,HOMER ST / W HASTINGS ST,491931.88,5458968.12
Theft of Bicycle,2016,HOMER ST / W HASTINGS ST,491931.88,5458968.12
Theft from Vehicle,2016,26XX E 1ST AVE,496220.87,5457401.07
Theft from Vehicle,2016,7XX W 27TH AVE,491137.58,5454931.36
Theft from Vehicle,2016,5X ALEXANDER ST,492501.79,5458993.93
Theft from Vehicle,2016,5X ALEXANDER ST,492501.55,5458993.86
Theft from Vehicle,2016,5X ALEXANDER ST,492501.55,5458993.86
Theft from Vehicle,2016,5X ALEXANDER ST,492501.55,5458993.86
Theft from Vehicle,2016,5X ALEXANDER ST,492501.55,5458993.86
Theft of Bicycle,2016,HOMER ST / W PENDER ST,491860.16,5458896.06
Theft from Vehicle,2016,3XX GRANVILLE ST,491779.14,5459232.03
Theft from Vehicle,2016,3XX GRANVILLE ST,491779.14,5459232.03
Other Theft,2016,7XX W 6TH AVE,491230.99,5457014.3
Break and Enter Commercial,2016,11XX HOWE ST,490822.46,5458427.65
Break and Enter Commercial,2016,11XX HOWE ST,490822.46,5458427.65
Break and Enter Commercial,2016,11XX HOWE ST,490776.46,5458368.04
Break and Enter Residential/Other,2016,13XX DEVONSHIRE CRES,490123.91,5454838.83
Break and Enter Commercial,2016,11XX HOWE ST,490776.46,5458368.04
Mischief,2016,12XX CARDERO ST,489896.04,5459160.12
Theft from Vehicle,2016,5X ALEXANDER ST,492501.55,5458993.86
Theft of Bicycle,2016,HORNBY ST / ROBSON ST,491144.63,5458883.81
Theft from Vehicle,2016,3XX GRANVILLE ST,491779.14,5459232.03
Break and Enter Commercial,2016,84XX GRANVILLE ST,489772.33,5450796.49
Theft from Vehicle,2016,5X ALEXANDER ST,492501.55,5458993.86
Theft from Vehicle,2016,3XX GRANVILLE ST,491779.14,5459232.03
Theft from Vehicle,2016,5X ALEXANDER ST,492501.55,5458993.86
Break and Enter Commercial,2016,84XX GRANVILLE ST,489771.41,5450760.47
Theft from Vehicle,2016,3XX GRANVILLE ST,491779.14,5459232.03
Theft from Vehicle,2016,18XX NASSAU DR,495047.7,5451805.79
Theft from Vehicle,2016,8XX HAMILTON ST,491538.66,5458438.3
Theft from Vehicle,2016,26XX DUNDAS ST,496378.69,5459119.47
Mischief,2016,1XX UNION ST,492639.58,5458332.94
Mischief,2016,1XX UNION ST,492639.58,5458332.94
Mischief,2016,1XX UNION ST,492639.58,5458332.94
Mischief,2016,1XX UNION ST,492683.99,5458334.56
Mischief,2016,1XX UNION ST,492683.99,5458334.56
Mischief,2016,1XX UNION ST,492683.99,5458334.56
Theft of Bicycle,2016,HORNBY ST / W GEORGIA ST,491266.1,5459007.35
Theft of Bicycle,2016,HORNBY ST / W GEORGIA ST,491266.1,5459007.35
Break and Enter Residential/Other,2016,20XX W 1ST AVE,489018.75,5457570.55
Theft from Vehicle,2016,13XX BARCLAY ST,490491.53,5459216.8
Theft from Vehicle,2016,4XX SEYMOUR ST,491758.44,5459079.59
Mischief,2016,1XX W 6TH AVE,492097.01,5456995.88
Theft from Vehicle,2016,3XX GRANVILLE ST,491779.14,5459232.03
Theft from Vehicle,2016,3XX GRANVILLE ST,491779.14,5459232.03
Theft from Vehicle,2016,18XX NELSON ST,489841.73,5459717.65
Break and Enter Commercial,2016,11XX HOWE ST,490768.06,5458359.53
Theft from Vehicle,2016,26XX DUNDAS ST,496378.69,5459119.47
Break and Enter Commercial,2016,11XX HOWE ST,490761.55,5458365.96
Other Theft,2016,1XX KEEFER PL,492124.2,5458571.75
Theft of Bicycle,2016,HOWE ST / ROBSON ST,491211.48,5458814.39
Theft of Bicycle,2016,HOWE ST / ROBSON ST,491211.48,5458814.39
Other Theft,2016,1XX KEEFER PL,492124.2,5458571.75
Other Theft,2016,1XX KEEFER PL,492124.2,5458571.75
Break and Enter Commercial,2016,11XX HOWE ST,490753.15,5458357.45
Theft from Vehicle,2016,18XX NELSON ST,489847.99,5459698.78
Break and Enter Commercial,2016,11XX HORNBY ST,490762.52,5458492.19
Theft of Bicycle,2016,HOWE ST / SMITHE ST,491095.17,5458699.55
Break and Enter Commercial,2016,11XX HORNBY ST,490761.55,5458491.19
Break and Enter Commercial,2016,11XX HORNBY ST,490761.55,5458491.19
Mischief,2016,1XX W CORDOVA ST,492177.02,5458933.41
Mischief,2016,4XX E 11TH AVE,493007.07,5456434.91
Theft of Bicycle,2016,HOWE ST / W CORDOVA ST,491719.48,5459323.81
Theft from Vehicle,2016,3XX GRANVILLE ST,491779.14,5459232.03
Theft from Vehicle,2016,3XX GRANVILLE ST,491779.14,5459232.03
Mischief,2016,1XX W CORDOVA ST,492183.86,5458931.59
Mischief,2016,20XX BEACH AVE,489358.98,5459781.04
Break and Enter Residential/Other,2016,2XX E 45TH AVE,492695.05,5452952.86
Break and Enter Residential/Other,2016,13XX CONNAUGHT DR,490054.98,5454725.71
Theft of Bicycle,2016,HOWE ST / W PENDER ST,491575.3,5459176.0
Break and Enter Residential/Other,2016,10XX MCLEAN DR,494580.32,5458105.6
Break and Enter Commercial,2016,11XX HORNBY ST,490751.62,5458494.06
Theft from Vehicle,2016,COMMERCIAL DR / E 14TH AVE,494916.11,5456112.15
Theft of Vehicle,2016,4XX CAMPBELL AVE,493827.12,5458670.45
Mischief,2016,1XX W CORDOVA ST,492183.86,5458931.59
Break and Enter Commercial,2016,11XX HORNBY ST,490750.83,5458493.25
Break and Enter Commercial,2016,11XX HORNBY ST,490750.83,5458493.25
Mischief,2016,1XX W CORDOVA ST,492183.86,5458931.59
Mischief,2016,1XX W CORDOVA ST,492183.86,5458931.59
Mischief,2016,1XX W CORDOVA ST,492183.86,5458931.59
Break and Enter Commercial,2016,11XX HOMER ST,491129.41,5458150.88
Mischief,2016,1XX W CORDOVA ST,492193.1,5458919.68
Theft from Vehicle,2016,59XX WILLOW ST,490995.14,5453203.89
Theft from Vehicle,2016,6XX E 65TH AVE,493329.31,5451002.95
Mischief,2016,1XX W CORDOVA ST,492199.72,5458917.93
Mischief,2016,1XX W CORDOVA ST,492202.33,5458917.24
Theft of Bicycle,2016,KEEFER PL / TAYLOR ST,492282.14,5458527.88
Break and Enter Commercial,2016,11XX HOMER ST,491117.23,5458138.76
Theft from Vehicle,2016,3XX GRANVILLE ST,491779.14,5459232.03
Theft from Vehicle,2016,3XX GRANVILLE ST,491779.14,5459232.03
Theft from Vehicle,2016,18XX NELSON ST,489871.17,5459676.19
Other Theft,2016,8XX BURRARD ST,491001.28,5458894.14
Theft from Vehicle,2016,26XX COLUMBIA ST,492028.66,5456587.74
Theft of Bicycle,2016,KEEFER ST / MAIN ST,492745.84,5458530.07
Theft of Bicycle,2016,KEEFER ST / MAIN ST,492745.84,5458530.07
Theft of Bicycle,2016,KEEFER ST / MAIN ST,492745.84,5458530.07
Other Theft,2016,8XX DENMAN ST,490082.28,5459793.54
Other Theft,2016,34XX CAMBIE ST,491611.96,5455707.98
Mischief,2016,1XX W CORDOVA ST,492206.34,5458916.18
Theft from Vehicle,2016,26XX CHARLES ST,496252.35,5457840.92
Theft from Vehicle,2016,13XX BEACH AVE,489860.32,5458766.66
Theft from Vehicle,2016,13XX BEACH AVE,489860.32,5458766.66
Mischief,2016,1XX W CORDOVA ST,492216.27,5458913.54
Theft of Bicycle,2016,KINGSWAY AVE / MAIN ST,492652.23,5456870.09
Theft from Vehicle,2016,59XX WILLOW ST,490979.88,5453226.01
Theft from Vehicle,2016,8XX HAMILTON ST,491524.9,5458410.93
Break and Enter Residential/Other,2016,13XX CARTIER PL,490009.22,5450709.51
Mischief,2016,1XX W CORDOVA ST,492219.61,5458912.66
Theft from Vehicle,2016,8XX HAMILTON ST,491524.39,5458410.4
Theft from Vehicle,2016,59XX WALES ST,496247.57,5453012.05
Break and Enter Commercial,2016,11XX HOMER ST,491082.95,5458117.57
Theft from Vehicle,2016,4XX SEYMOUR ST,491758.44,5459079.59
Break and Enter Residential/Other,2016,13XX BUTE ST,490196.06,5458678.88
Theft of Bicycle,2016,LAKEWOOD DR / VENABLES ST,495508.3,5458208.33
Mischief,2016,20XX CORNWALL AVE,489067.93,5457756.93
Theft from Vehicle,2016,8XX HAMILTON ST,491524.39,5458410.4
Theft from Vehicle,2016,18XX NOOTKA ST,496976.76,5457260.86
Break and Enter Commercial,2016,11XX HOMER ST,491050.87,5458072.76
Mischief,2016,1XX W CORDOVA ST,492222.88,5458911.79
Theft from Vehicle,2016,26XX CAROLINA ST,493369.39,5456469.02
Break and Enter Commercial,2016,11XX HOMER ST,491050.87,5458072.76
Break and Enter Commercial,2016,11XX HARWOOD ST,490291.75,5458482.68
Break and Enter Commercial,2016,11XX HARWOOD ST,490269.23,5458517.77
Mischief,2016,1XX W CORDOVA ST,492222.88,5458911.79
Mischief,2016,20XX HARO ST,489855.47,5459999.61
Mischief,2016,1XX W CORDOVA ST,492222.88,5458911.79
Theft from Vehicle,2016,9XX W GEORGIA ST,491259.23,5459007.75
Mischief,2016,1XX W CORDOVA ST,492222.88,5458911.79
Break and Enter Commercial,2016,11XX HARWOOD ST,490251.87,5458534.91
Break and Enter Commercial,2016,11XX HARWOOD ST,490225.38,5458548.22
Break and Enter Commercial,2016,11XX HARWOOD ST,490225.19,5458548.41
Break and Enter Commercial,2016,11XX HARWOOD ST,490225.19,5458548.41
Theft of Vehicle,2016,20XX KAMLOOPS ST,496024.42,5457088.19
Theft from Vehicle,2016,3XX GRANVILLE ST,491779.14,5459232.03
Theft from Vehicle,2016,8XX HAMILTON ST,491524.39,5458410.4
Theft from Vehicle,2016,18XX ONTARIO ST,492390.48,5457355.42
Theft of Vehicle,2016,25XX E 7TH AVE,496028.51,5456786.59
Theft from Vehicle,2016,3XX GRANVILLE ST,491779.14,5459232.03
Theft from Vehicle,2016,3XX GRANVILLE ST,491779.14,5459232.03
Theft from Vehicle,2016,3XX GRANVILLE ST,491779.14,5459232.03
Theft from Vehicle,2016,8XX HAMILTON ST,491524.39,5458410.4
Theft of Bicycle,2016,MACDONALD ST / W 4TH AVE,487757.88,5457304.72
Break and Enter Commercial,2016,11XX HARWOOD ST,490190.46,5458582.7
Break and Enter Commercial,2016,11XX HARO ST,490824.28,5459049.18
Theft from Vehicle,2016,13XX BEACH AVE,489930.01,5458650.36
Theft from Vehicle,2016,13XX BEACH AVE,489930.01,5458650.36
Break and Enter Commercial,2016,11XX HARO ST,490795.86,5459078.34
Theft from Vehicle,2016,8XX HAMILTON ST,491524.39,5458410.4
Theft from Vehicle,2016,13XX BEACH AVE,489930.01,5458650.36
Theft from Vehicle,2016,9XX W GEORGIA ST,491259.23,5459007.75
Theft from Vehicle,2016,18XX ONTARIO ST,492391.27,5457386.73
Theft from Vehicle,2016,8XX HAMILTON ST,491524.39,5458410.4
Theft from Vehicle,2016,74XX ANGUS DR,489206.29,5451751.55
Theft from Vehicle,2016,59XX TODERICK ST,497881.32,5453026.73
Break and Enter Commercial,2016,11XX HARO ST,490733.33,5459142.5
Mischief,2016,1XX W GEORGIA ST,491773.94,5458495.5
Mischief,2016,1XX W GEORGIA ST,491773.94,5458495.5
Mischief,2016,1XX W GEORGIA ST,491773.94,5458495.5
Mischief,2016,1XX W GEORGIA ST,491773.94,5458495.5
Mischief,2016,1XX W GEORGIA ST,491773.94,5458495.5
Theft from Vehicle,2016,9XX W 21ST AVE,490791.06,5455540.33
Theft of Bicycle,2016,MAIN ST / NATIONAL AVE,492726.48,5458024.68
Break and Enter Commercial,2016,11XX HAMILTON ST,491180.51,5458117.09
Break and Enter Commercial,2016,11XX HAMILTON ST,491180.51,5458117.09
Mischief,2016,1XX W GEORGIA ST,491795.1,5458476.13
Mischief,2016,1XX W GEORGIA ST,491795.1,5458476.13
Theft of Bicycle,2016,MAIN ST / POWELL ST,492759.25,5458942.47
Theft from Vehicle,2016,13XX BEACH AVE,489930.01,5458650.36
Theft from Vehicle,2016,10XX BIDWELL ST,489996.78,5459475.18
Theft of Bicycle,2016,MAIN ST / PRIOR ST,492731.47,5458227.74
Mischief,2016,12XX BARCLAY ST,490567.85,5459142.6
Other Theft,2016,1XX E PENDER ST,492696.96,5458636.56
Break and Enter Commercial,2016,11XX HAMILTON ST,491169.83,5458106.34
Theft of Vehicle,2016,1XX E 20TH AVE,492573.38,5455560.21
Mischief,2016,12XX ALBERNI ST,490834.05,5459342.89
Theft from Vehicle,2016,18XX PANDORA ST,495081.22,5458920.64
Theft from Vehicle,2016,4XX SEYMOUR ST,491758.44,5459079.59
Break and Enter Commercial,2016,11XX HAMILTON ST,491092.94,5458029.01
Theft from Vehicle,2016,COLUMBIA ST / E HASTINGS ST,492562.43,5458743.63
Mischief,2016,11XX W GEORGIA ST,490993.21,5459271.44
Theft from Vehicle,2016,4X DIEPPE PL,498107.83,5456005.97
Theft from Vehicle,2016,59XX SHERBROOKE ST,494087.83,5453031.16
Theft from Vehicle,2016,7XX W 24TH AVE,491143.33,5455262.16
Theft from Vehicle,2016,26XX ARBUTUS ST,488873.97,5456656.23
Mischief,2016,1XX W GEORGIA ST,491811.65,5458473.37
Mischief,2016,1XX W GEORGIA ST,491811.65,5458473.37
Other Theft,2016,6XX GRANVILLE ST,491444.61,5458895.1
Other Theft,2016,6XX GRANVILLE ST,491444.61,5458895.1
Theft of Bicycle,2016,MAIN ST / TERMINAL AVE,492718.25,5457784.58
Theft of Vehicle,2016,4XX COLUMBIA ST,492566.99,5458741.25
Mischief,2016,1XX W GEORGIA ST,491833.29,5458441.11
Other Theft,2016,33XX MAIN ST,492626.79,5455877.26
Mischief,2016,20XX W 15TH AVE,488998.03,5456172.66
Other Theft,2016,6XX GRANVILLE ST,491444.61,5458895.1
Other Theft,2016,6XX GRANVILLE ST,491444.61,5458895.1
Theft of Bicycle,2016,MAINLAND ST / NELSON ST,491346.29,5458214.85
Theft of Bicycle,2016,MAINLAND ST / SMITHE ST,491454.41,5458341.85
Theft of Bicycle,2016,MANITOBA ST / W 19TH AVE,492196.67,5455675.67
Other Theft,2016,1XX E PENDER ST,492694.95,5458636.64
Other Theft,2016,6XX GRANVILLE ST,491444.61,5458895.1
Other Theft,2016,6XX GRANVILLE ST,491444.61,5458895.1
Theft of Bicycle,2016,MANITOBA ST / W 1ST AVE,492242.37,5457496.42
Theft of Bicycle,2016,MANITOBA ST / W 1ST AVE,492242.37,5457496.42
Theft of Bicycle,2016,MANITOBA ST / W 1ST AVE,492242.37,5457496.42
Other Theft,2016,6XX GRANVILLE ST,491444.61,5458895.1
Other Theft,2016,1XX E PENDER ST,492694.95,5458636.64
Theft of Bicycle,2016,MANITOBA ST / W 2ND AVE,492243.13,5457396.24
Theft of Bicycle,2016,MANITOBA ST / W 3RD AVE,492243.95,5457292.56
Other Theft,2016,1XX E PENDER ST,492694.95,5458636.64
Mischief,2016,1XX W HASTINGS ST,492116.93,5458841.82
Other Theft,2016,1XX E PENDER ST,492694.95,5458636.64
Other Theft,2016,1XX E PENDER ST,492694.95,5458636.64
Break and Enter Residential/Other,2016,27XX NAPIER ST,496531.49,5458019.1
Theft of Bicycle,2016,MANITOBA ST / WALTER HARDWICK AVE,492242.9,5457580.02
Theft of Bicycle,2016,MANITOBA ST / WALTER HARDWICK AVE,492242.9,5457580.02
Theft from Vehicle,2016,GILFORD ST / ROBSON ST,490036.31,5459978.62
Mischief,2016,1XX W HASTINGS ST,492143.99,5458824.14
Theft from Vehicle,2016,59XX LANCASTER ST,496956.76,5453031.72
Theft of Bicycle,2016,MAPLE ST / W 4TH AVE,489059.3,5457268.75
Break and Enter Residential/Other,2016,2XX E 45TH AVE,492708.59,5452952.4
Break and Enter Commercial,2016,11XX GRANVILLE ST,490898.14,5458357.86
Break and Enter Commercial,2016,11XX GRANVILLE ST,490893.89,5458353.59
Mischief,2016,1XX W HASTINGS ST,492146.62,5458832.89
Theft from Vehicle,2016,COLUMBIA ST / E HASTINGS ST,492562.43,5458743.63
Theft of Bicycle,2016,MAPLE ST / W BROADWAY AVE,489047.13,5456790.78
Theft of Vehicle,2016,4XX DRAKE ST,490911.38,5457946.28
Theft from Vehicle,2016,18XX PARKER ST,495092.38,5458107.76
Theft of Bicycle,2016,MCGILL ST / N GARDEN DR,495802.15,5459519.82
Theft of Bicycle,2016,MCGILL ST / WALL ST,495635.33,5459522.58
Theft from Vehicle,2016,59XX KERR ST,497073.43,5453046.48
Theft from Vehicle,2016,59XX KERR ST,497073.43,5453046.48
Theft from Vehicle,2016,59XX KERR ST,497072.53,5453002.45
Break and Enter Commercial,2016,11XX GRANVILLE ST,490879.04,5458338.66
Theft of Bicycle,2016,NATIONAL AVE / QUEBEC ST,492582.8,5458030.66
Mischief,2016,1XX W HASTINGS ST,492182.56,5458822.09
Theft of Bicycle,2016,NELSON ST / RICHARDS ST,491193.22,5458365.53
Theft from Vehicle,2016,4X ALEXANDER ST,492488.95,5458990.13
Theft from Vehicle,2016,7XX W 24TH AVE,491143.33,5455262.16
Break and Enter Commercial,2016,11XX GRANVILLE ST,490857.81,5458317.32
Mischief,2016,1XX W HASTINGS ST,492182.56,5458822.09
Mischief,2016,1XX W HASTINGS ST,492182.56,5458822.09
Theft of Bicycle,2016,NELSON ST / SEYMOUR ST,491125.66,5458434.49
Theft from Vehicle,2016,59XX HUDSON ST,490183.41,5453279.07
Break and Enter Commercial,2016,11XX GRANT ST,494207.01,5457637.01
Mischief,2016,1XX W HASTINGS ST,492193.6,5458809.22
Theft of Bicycle,2016,OAK ST / W 15TH AVE,490756.24,5456124.16
Mischief,2016,1XX W HASTINGS ST,492197.2,5458808.14
Theft from Vehicle,2016,26XX ALMA ST,486479.31,5456761.39
Mischief,2016,20XX W 45TH AVE,488735.93,5453135.0
Mischief,2016,20XX W 45TH AVE,488735.93,5453135.0
Break and Enter Commercial,2016,11XX FRANKLIN ST,494211.57,5458836.55
Break and Enter Commercial,2016,11XX FRANKLIN ST,494180.22,5458846.26
Theft of Bicycle,2016,OAK ST / W KING EDWARD AVE,490719.97,5455182.04
Theft of Bicycle,2016,OLD BRIDGE ST / RAILSPUR ALLY,490208.7,5457543.03
Theft of Bicycle,2016,OLD BRIDGE ST / RAILSPUR ALLY,490208.7,5457543.03
Theft of Bicycle,2016,ONTARIO ST / SE MARINE DR,492237.96,5451060.29
Break and Enter Commercial,2016,11XX FRANKLIN ST,494180.22,5458846.26
Theft of Bicycle,2016,ONTARIO ST / W 10TH AVE,492366.43,5456595.1
Theft from Vehicle,2016,9XX W GEORGIA ST,491259.23,5459007.75
Theft of Bicycle,2016,ONTARIO ST / W 2ND AVE,492386.74,5457388.36
Break and Enter Residential/Other,2016,27XX PARKER ST,496516.89,5458120.28
Theft of Bicycle,2016,ONTARIO ST / W 49TH AVE,492289.35,5452556.73
Theft from Vehicle,2016,59XX GRANVILLE ST,489832.6,5453297.78
Break and Enter Residential/Other,2016,27XX SW MARINE DR,487866.59,5452516.52
Break and Enter Residential/Other,2016,2XX E 46TH AVE,492678.83,5452853.14
